step_id,type,title,description,classification
287,ACTION,Disable Hyperlinks in Emails,Disable hyperlinks in received emails to prevent phishing attacks.,"Deny, Contain"
288,ACTION,Enforce Multifactor Authentication (MFA),Enforce multifactor authentication to enhance security.,"Allow, Update"
290,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software to prevent unauthorized installations.,"Deny, Contain"
295,ACTION,Store Passwords in Hashed Format,Store passwords in hashed format using industry-recognized password managers.,"Update, Contain"
296,ACTION,Add Password User 'Salts',Add password user 'salts' to shared login credentials to enhance security.,Update
298,ACTION,Implement Account Lockouts for Failed Login Attempts,Implement multiple failed login attempt account lockouts to prevent unauthorized access.,"Deny, Contain"
299,ACTION,Disable Password Hints,Disable password hints to prevent attackers from gaining clues about passwords.,"Update, Deny"
301,ACTION,Deploy Public Key Infrastructure,"Deploy public key infrastructure and digital certificates to authenticate connections with the network, IoT medical devices, and the electronic health record system.","Allow, Update"
303,ACTION,Turn Off Network Device Management Interfaces,"Turn off network device management interfaces such as Telnet, SSH, Winbox, and HTTP for WANs and secure with strong passwords and encryption when enabled.","Stop, Deny"
304,ACTION,Secure PII/PHI,Secure personal identifiable information (PII)/patient health information (PHI) at collection points and encrypt the data at rest and in transit using technologies such as TLS.,"Allow, Contain"
305,ACTION,Protect Stored Data,Protect stored data by masking the permanent account number (PAN) when displayed and rendering it unreadable when stored through cryptography.,"Allow, Update"
307,ACTION,Use Monitoring Tools for IoT Devices,Use monitoring tools to observe whether IoT devices are behaving erratically due to a compromise.,"Scan, Query"
309,ACTION,Maintain Offline Backups,"Maintain offline backups of data, regularly test backup and restoration, and ensure all backup data is encrypted and immutable.","Allow, Update"
312,ACTION,Install Updates and Patches,"Install updates for operating systems, software, and firmware as soon as they are released to minimize exposure to cybersecurity threats.",Update
313,ACTION,Secure Remote Desktop Protocol (RDP),"Secure and monitor RDP by restricting access, requiring MFA, and using VPNs for external connections.","Allow, Contain, Deny"
314,ACTION,Restrict SMB Protocol,Restrict Server Message Block (SMB) Protocol within the network to only access necessary servers and disable outdated versions.,"Deny, Contain"
316,ACTION,Implement Application Whitelisting,Implement listing policies for applications and remote access that only allow execution of known and permitted programs.,"Allow, Contain"
318,ACTION,Require Multi-Factor Authentication (MFA),"Require MFA for services, especially for webmail, VPNs, and accounts accessing critical systems.","Allow, Update"
320,ACTION,Install Antivirus and Antimalware Software,Install and regularly update antivirus and antimalware software on all hosts.,"Allow, Update"
320,ACTION,Install Antivirus and Antimalware Software,Install and regularly update antivirus and antimalware software on all hosts.,"Allow, Update"
322,ACTION,Disable Hyperlinks in Emails,Disable hyperlinks in received emails to prevent phishing attacks.,"Deny, Contain"
324,ACTION,Update Software,"Update software, including operating systems, applications, and firmware on IT network assets. Prioritize patching known exploited vulnerabilities and critical and high vulnerabilities that allow for remote code execution or denial-of-service on internet-facing equipment.",Update
325,ACTION,Enforce Multi-Factor Authentication (MFA),"Enforce MFA to the greatest extent possible and require accounts with password logins, including service accounts, to have strong passwords. Do not allow passwords to be used across multiple accounts or stored on a system to which an adversary may have access.","Allow, Update"
326,ACTION,Secure and Monitor RDP and Risky Services,"Secure and monitor RDP and other potentially risky services. Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure. If RDP is operationally necessary, restrict the originating sources, and require MFA. Use a VPN or other means to authenticate and secure the connection before allowing RDP to connect to internal devices. Monitor remote access/RDP logs, enforce account lockouts after a specified number of attempts, log RDP login attempts, and disable unused remote access/RDP ports.","Allow, Contain"
329,ACTION,Implement Network Segmentation,Implement network segmentation to separate network segments based on role and functionality. This helps prevent the spread of ransomware and threat actor lateral movement by controlling traffic flows between and access to various subnetworks.,"Contain, Deny"
331,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,"Update, Allow"
332,ACTION,Implement Password Security Measures,"Use longer passwords (8-64 characters), store passwords in hashed format, add password user 'salts', avoid reusing passwords, implement account lockouts for multiple failed login attempts, disable password hints, and refrain from frequent password changes.","Update, Deny"
333,ACTION,Require Administrator Credentials for Software Installation,Ensure administrator credentials are required to install software.,"Allow, Deny"
334,ACTION,Require Multifactor Authentication,"Require multifactor authentication for all services, particularly for webmail, VPNs, and accounts accessing critical systems.","Allow, Deny"
335,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching SonicWall firewall vulnerabilities and known exploited vulnerabilities in internet-facing systems.",Update
336,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows and restricting adversary lateral movement.,"Contain, Deny"
337,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a network monitoring tool. Implement a tool that logs and reports all network traffic, including lateral movement activity.","Start, Scan, Query"
338,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.","Allow, Update, Start"
340,ACTION,Disable Unused Ports,Disable unused ports to reduce potential attack vectors.,"Deny, Contain"
341,ACTION,Enhance Email Security,Consider adding an email banner to emails received from outside your organization and disable hyperlinks in received emails.,"Update, Contain"
342,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher using methods like Just-in-Time (JIT) access.,"Allow, Contain"
343,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions to prevent privilege escalation and lateral movement.,"Stop, Deny"
344,ACTION,Maintain Offline Backups,"Maintain offline backups of data, regularly maintain backup and restoration, and ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.","Allow, Update"
345,ACTION,Upgrade to Latest ZCS Releases,Upgrade to the latest ZCS releases as noted on Zimbra Security – News & Alerts and Zimbra Security Advisories.,Update
349,ACTION,Configure and Secure Internet-Facing Network Devices,Properly configure and secure internet-facing network devices. Do not expose management interfaces to the internet.,"Deny, Contain"
350,ACTION,Disable Unused Network Ports and Protocols,Disable unused or unnecessary network ports and protocols.,"Deny, Contain"
351,ACTION,Remove Unused Network Services and Devices,Disable or remove unused network services and devices.,"Delete, Stop"
352,ACTION,Adopt Zero-Trust Principles and Architecture,"Adopt zero-trust principles, including micro-segmenting networks, enforcing phishing-resistant MFA, and restricting access to trusted devices and users.","Allow, Deny, Contain"
353,ACTION,Implement and Enforce Backup and Restoration Policies,"Maintain offline backups of data, regularly test backup and restoration, ensure all backup data is encrypted and immutable, activate BitLocker, and securely back up BitLocker keys.","Allow, Update"
354,ACTION,Patch and Update Systems,"Install updates/patch operating systems, software, and firmware as soon as updates/patches are released. Regularly check software updates and end-of-life notifications. Use a centralized patch management system. Immediately patch software affected by specified CVEs.",Update
356,ACTION,Implement Network Segmentation,Implement network segmentation to restrict a malicious threat actor’s lateral movement.,Contain
358,ACTION,Implement Multifactor Authentication,"Use multifactor authentication where possible, particularly for webmail, VPNs, accounts that access critical systems, and privileged accounts that manage backups.","Allow, Update"
360,ACTION,Secure and Monitor RDP and Other Potentially Risky Services,Restrict RDP to limit access to resources over internal networks. Use a VPN for external RDP access. Disable unused remote access/RDP ports. Monitor remote access/RDP logs and enforce account lockouts.,"Deny, Contain, Scan"
361,ACTION,Use Antivirus Programs,Install and regularly update antivirus and anti-malware software on all hosts.,"Allow, Update, Scan"
363,ACTION,Implement CISA Cyber Hygiene Services,"Implement free CISA Cyber Hygiene Services Vulnerability Scanning to enable continuous scans of public, static IPs for accessible services and vulnerabilities.","Start, Scan"
367,ACTION,Update and Patch Systems,"Update and patch systems as soon as possible, prioritizing vulnerabilities identified in this CSA and other known exploited vulnerabilities.",Update
368,ACTION,Apply Phishing-Resistant Multi-Factor Authentication,Utilize phishing-resistant multi-factor authentication whenever possible.,"Allow, Update"
369,ACTION,Enforce Strong Password Policies,"Require all accounts with password logins to have strong, unique passwords, and change passwords immediately if there are indications that a password may have been compromised.","Update, Deny"
370,ACTION,Block Obsolete or Unused Protocols,Block obsolete or unused protocols at the network edge.,Deny
373,ACTION,Enable Robust Logging and Monitor for Anomalies,Enable robust logging of Internet-facing systems and monitor the logs for anomalous activity.,"Start, Scan"
374,ACTION,Apply Patches for Apache Log4j2,Apply patches provided by vendor and perform required system updates for Apache Log4j2.,Update
377,ACTION,Apply Patches for Pulse Secure,Apply patches provided by vendor and perform required system updates for Pulse Secure.,Update
378,ACTION,Use CISA’s 'Check Your Pulse' Tool,Use CISA’s 'Check Your Pulse' Tool to detect vulnerabilities in Pulse Secure.,"Scan, Query"
379,ACTION,Check Vulnerable Technologies for CVE-2019-11510,Check the list of vulnerable technologies and versions for CVE-2019-11510.,"Query, Scan"
380,ACTION,Update GitLab to Secure Versions,"Update GitLab to versions 12.10.3, 13.9.6, and 13.8.8 to mitigate CVE-2021-22205.",Update
382,ACTION,Check Vulnerable Technologies for CVE-2021-22205,Check the list of vulnerable technologies and versions for CVE-2021-22205.,"Query, Scan"
383,ACTION,Block Internet Traffic for Confluence,Immediately block all Internet traffic to and from affected Confluence products and apply updates per vendor instructions.,"Deny, Update"
384,ACTION,Ensure Secure Compliance Practices for Confluence,Ensure Internet-facing servers are up-to-date and have secure compliance practices for Confluence.,"Update, Allow"
385,ACTION,Check Vulnerable Technologies for CVE-2022-26134,Check the list of vulnerable technologies and versions for CVE-2022-26134.,"Query, Scan"
386,ACTION,Apply Microsoft Security Update for Exchange,Apply the appropriate Microsoft Security Update for Exchange Server to mitigate CVE-2021-26855.,Update
387,ACTION,Restrict Untrusted Connections to Exchange,Restrict untrusted connections to the Exchange server to prevent exploitation.,"Deny, Contain"
388,ACTION,Analyze Exchange Logs for Exploitation,Analyze Exchange product logs for evidence of exploitation and scan for known webshells.,"Scan, Query"
389,ACTION,Apply F5 BIG-IP Update,Apply the latest F5 BIG-IP update to mitigate CVE-2020-5902.,Update
390,ACTION,Restrict Access to F5 Configuration Utility,Restrict access to the F5 configuration utility to prevent unauthorized access.,"Deny, Contain"
391,ACTION,Use F5’s CVE-2020-5902 IoC Detection Tool,Use F5’s CVE-2020-5902 IoC Detection Tool to detect indicators of compromise.,"Scan, Query"
392,ACTION,Apply Vendor Updates for VMware,Apply vendor updates to mitigate CVE-2021-22005 in VMware products.,Update
394,ACTION,Apply Vendor Mitigations for Citrix,Apply vendor mitigations to address CVE-2019-19781 in Citrix products.,Update
395,ACTION,Use Citrix CTX269180 Verification Tool,Use the Citrix CTX269180 - CVE-2019-19781 Verification Tool to verify mitigations.,"Scan, Query"
396,ACTION,Check Vulnerable Technologies for CVE-2019-19781,Check the list of vulnerable technologies and versions for CVE-2019-19781.,"Query, Scan"
397,ACTION,Apply Cisco Software Updates,Apply Cisco software updates to mitigate CVE-2021-1497.,Update
398,ACTION,Use Cisco Snort Rules,Look at the Snort Rules provided by Cisco to detect exploitation attempts.,"Scan, Query"
399,ACTION,Check Vulnerable Technologies for CVE-2021-1497,Check the list of vulnerable technologies and versions for CVE-2021-1497.,"Query, Scan"
400,ACTION,Update Buffalo Firmware,Update firmware to the latest available version to mitigate CVE-2021-20090.,Update
401,ACTION,Check Vulnerable Technologies for CVE-2021-20090,Check the list of vulnerable technologies and versions for CVE-2021-20090.,"Query, Scan"
402,ACTION,Update Confluence to Secure Versions,"Update Confluence to versions 6.13.23, 7.4.11, 7.11.6, 7.12.5, and 7.13.0 to mitigate CVE-2021-26084.",Update
403,ACTION,Use Intrusion Detection Systems for Confluence,Use Intrusion Detection Systems (IDS) to monitor for exploitation attempts on Confluence.,"Scan, Contain"
404,ACTION,Check Vulnerable Technologies for CVE-2021-26084,Check the list of vulnerable technologies and versions for CVE-2021-26084.,"Query, Scan"
405,ACTION,Apply Latest Firmware Updates for Hikvision,Apply the latest firmware updates to mitigate CVE-2021-36260 in Hikvision products.,Update
407,ACTION,Update Sitecore to Latest Version,Update Sitecore to the latest version to mitigate CVE-2021-42237.,Update
408,ACTION,Delete Report.ashx File from Sitecore,Delete the Report.ashx file from /sitecore/shell/ClientBin/Reporting/Report.ashx to mitigate CVE-2021-42237.,Delete
409,ACTION,Check Vulnerable Technologies for CVE-2021-42237,Check the list of vulnerable technologies and versions for CVE-2021-42237.,"Query, Scan"
410,ACTION,Block iControl REST Access for F5,Block iControl REST access through the self IP address and management interface to mitigate CVE-2022-1388.,Deny
411,ACTION,Modify BIG-IP httpd Configuration,Modify the BIG-IP httpd configuration to enhance security against CVE-2022-1388.,Update
413,ACTION,Comment Out Batch-Requests in Apache APISIX,"In affected versions of Apache APISIX, comment out batch-requests in the conf/config.yaml and conf/config-default.yaml files and restart Apache APISIX to mitigate CVE-2022-24112.","Update, Stop, Start"
414,ACTION,Update Apache APISIX to Secure Versions,Update Apache APISIX to versions 2.10.4 or 2.12.1 to mitigate CVE-2022-24112.,Update
415,ACTION,Check Vulnerable Technologies for CVE-2022-24112,Check the list of vulnerable technologies and versions for CVE-2022-24112.,"Query, Scan"
416,ACTION,Upgrade Zoho ManageEngine to Latest Version,Upgrade Zoho ManageEngine ADSelfService Plus to the latest version to mitigate CVE-2021-40539.,Update
417,ACTION,Run ManageEngine Detection Tool,Run ManageEngine’s detection tool and check for specific files and logs to detect CVE-2021-40539.,"Start, Scan, Query"
418,ACTION,Check Vulnerable Technologies for CVE-2021-40539,Check the list of vulnerable technologies and versions for CVE-2021-40539.,"Query, Scan"
419,ACTION,Update Microsoft Exchange to Latest Version,Update Microsoft Exchange Server to the latest version to mitigate CVE-2021-26857.,Update
420,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-26857.,"Allow, Update"
421,ACTION,Check Vulnerable Technologies for CVE-2021-26857,Check the list of vulnerable technologies and versions for CVE-2021-26857.,"Query, Scan"
422,ACTION,Update Microsoft Exchange to Latest Version,Update Microsoft Exchange Server to the latest version to mitigate CVE-2021-26858.,Update
423,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-26858.,"Start, Update"
424,ACTION,Check Vulnerable Technologies for CVE-2021-26858,Check the list of vulnerable technologies and versions for CVE-2021-26858.,"Query, Scan"
425,ACTION,Update Microsoft Exchange to Latest Version,Update Microsoft Exchange Server to the latest version to mitigate CVE-2021-27065.,Update
426,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-27065.,"Start, Update"
427,ACTION,Check Vulnerable Technologies for CVE-2021-27065,Check the list of vulnerable technologies and versions for CVE-2021-27065.,"Query, Scan"
428,ACTION,Apply Update for Apache HTTP Server,Apply update or patch to mitigate CVE-2021-41773 in Apache HTTP Server.,Update
429,ACTION,Use Commercial Scanners for CVE-2021-41773,Use commercially available scanners to detect CVE-2021-41773.,Scan
430,ACTION,Check Vulnerable Technologies for CVE-2021-41773,Check the list of vulnerable technologies and versions for CVE-2021-41773.,"Query, Scan"
431,ACTION,Install Updates,"Install updates for operating systems, software, and firmware as soon as they are released. Prioritize patching VPN servers, remote access software, virtual machine software, and known exploited vulnerabilities.","Update, Start"
432,ACTION,Implement Phishing-Resistant MFA,"Require phishing-resistant MFA for as many services as possible, particularly for webmail, VPNs, accounts that access critical systems, and privileged accounts that manage backups.","Allow, Update"
433,ACTION,Secure and Monitor RDP,"If using Remote Desktop Protocol (RDP), secure and monitor it. Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure.","Allow, Contain, Scan"
434,ACTION,Configure Devices and Disable Unused Ports,"Ensure devices are properly configured and that security features are enabled. Disable ports and protocols that are not being used for business purposes (e.g., RDP Transmission Control Protocol Port 3389).","Deny, Update"
435,ACTION,Implement Network Segmentation,Implement and enforce multi-layer network segmentation with the most critical communications and data resting on the most secure and reliable layer.,"Contain, Deny"
436,ACTION,Limit Internal Network Access,"Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure.","Deny, Contain"
437,ACTION,Monitor Remote Access Logs,"Monitor remote access/RDP logs, enforce account lockouts after a specified number of attempts to block brute force campaigns, log RDP login attempts, and disable unused remote access/RDP ports.","Scan, Deny, Contain"
438,ACTION,Secure Network Device Management Interfaces,"Turn off SSH and other network device management interfaces such as Telnet, Winbox, and HTTP for wide area networks (WANs) and secure with strong passwords and encryption when enabled.","Deny, Update"
439,ACTION,Deploy Public Key Infrastructure,"Limit access to data by deploying public key infrastructure and digital certificates to authenticate connections with the network, IoT medical devices, and the electronic health record system.","Allow, Update"
441,ACTION,Secure PII/PHI,Secure PII/PHI at collection points and encrypt the data at rest and in transit by using technologies such as Transport Layer Security (TLS).,"Allow, Contain"
442,ACTION,Protect Stored Data,"Protect stored data by masking the permanent account number (PAN) when it is displayed and rendering it unreadable when it is stored—through cryptography, for example.","Allow, Update"
444,ACTION,Monitor IoT Devices,Use monitoring tools to observe whether IoT devices are behaving erratically due to a compromise.,"Scan, Query"
446,ACTION,Implement Recovery Plan,"Maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location (i.e., hard drive, storage device, the cloud).","Allow, Start"
447,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies. Use longer passwords consisting of at least 8 characters and no more than 64 characters in length. Store passwords in hashed format using industry-recognized password managers. Add password user 'salts' to shared login credentials. Avoid reusing passwords. Implement multiple failed login attempt account lockouts. Disable password 'hints.' Refrain from requiring password changes more frequently than once per year.,"Update, Allow"
448,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software.,"Allow, Deny"
449,ACTION,Implement Multifactor Authentication,"Require multifactor authentication for all services to the extent possible, particularly for webmail, virtual private networks, and accounts that access critical systems.","Allow, Update"
450,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching SonicWall firewall vulnerabilities and known exploited vulnerabilities in internet-facing systems.",Update
451,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks and restricting adversary lateral movement.,"Contain, Deny"
452,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a network monitoring tool. Implement a tool that logs and reports all network traffic, including lateral movement activity.","Start, Scan, Query"
453,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.","Allow, Update, Start"
455,ACTION,Disable Unused Ports,Disable unused ports to reduce potential attack vectors.,"Deny, Contain"
456,ACTION,Add Email Banners and Disable Hyperlinks,Consider adding an email banner to emails received from outside your organization. Disable hyperlinks in received emails.,"Update, Deny"
457,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher using the Just-in-Time (JIT) access method.,"Allow, Contain"
458,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions to prevent privilege escalation and lateral movement.,"Stop, Deny"
461,ACTION,Enforce Phishing-Resistant MFA,Implement phishing-resistant multi-factor authentication (MFA) to enhance security against unauthorized access.,"Allow, Update"
462,ACTION,Place Domain Admin Accounts in Protected Users Group,"Prevent caching of password hashes locally by placing domain admin accounts in the protected users group, enforcing Kerberos AES authentication.","Update, Allow"
463,ACTION,Implement Credential Guard for Windows 10 and Server 2016,Enable Credential Guard to protect against credential theft. Refer to Microsoft documentation for managing Windows Defender Credential Guard.,"Allow, Start"
464,ACTION,Enable Protected Process Light for LSA on Windows Server 2012R2,Enable Protected Process Light for Local Security Authority (LSA) to enhance security on Windows Server 2012R2.,"Allow, Update"
466,ACTION,Upgrade to Windows Server 2019 or Greater and Windows 10 or Greater,Upgrade to Windows Server 2019 or greater and Windows 10 or greater to benefit from enhanced security features.,Update
467,ACTION,Implement Zero Trust Network Architecture,"Prioritize implementing a Zero Trust network architecture that leverages secure cloud services, modern identity management, and centralized cybersecurity data access.","Allow, Update"
470,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,"Update, Allow"
471,ACTION,Require Administrator Credentials for Software Installation,Ensure that administrator credentials are required to install software.,"Deny, Contain"
472,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching known exploited vulnerabilities in internet-facing systems.",Update
473,ACTION,Require Phishing-Resistant MFA,"Require phishing-resistant multifactor authentication to administrator accounts and standard MFA for all services, particularly for webmail, VPNs, and accounts accessing critical systems.","Allow, Update"
474,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows and restricting adversary lateral movement.,"Contain, Deny"
475,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential ransomware traversal with a network monitoring tool.","Start, Scan, Query"
476,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.","Allow, Update, Start"
477,ACTION,Implement Secure Logging Practices,Implement secure logging collection and storage practices. Reference CISA’s Logging Made Easy resources for best practices.,"Allow, Update"
479,ACTION,Disable Unused Ports and Command-Line Activities,Disable unused ports and command-line and scripting activities to prevent privilege escalation and lateral movement.,"Stop, Deny, Contain"
481,ACTION,Mandate MFA for Privileged Users,"Mandate MFA, ideally phishing-resistant MFA, for privileged users and make MFA a default feature.","Allow, Update"
482,ACTION,Deploy Suricata Rules for HTTP Detection,Deploy Suricata rules to detect Snake client-to-server HTTP and HTTP2 traffic based on specific header field patterns.,"Allow, Scan"
483,ACTION,Deploy Suricata Rules for TCP Detection,Deploy Suricata rules to detect Snake client-to-server TCP traffic based on specific communication patterns.,"Allow, Scan"
484,ACTION,Detect Snake Covert Stores,Detect Snake covert stores by encrypting possible initial filesystem byte sequences with CAST-128 and searching for files with specific characteristics.,"Scan, Locate"
485,ACTION,Scan for Snake Queue File,Locate Snake Queue File by scanning files in the typical queue path with filenames matching a GUID-based convention and high entropy.,"Scan, Locate"
486,ACTION,Scan for Snake Comadmin File,Locate Snake Comadmin file using techniques similar to those for locating the Snake Queue File.,"Locate, Scan"
487,ACTION,Scan for Snake Werfault.exe File,Detect Snake Werfault.exe file by scanning for non-standard icon sizes in the typical path.,"Scan, Locate"
488,ACTION,Perform Memory Analysis with Volatility,Capture and analyze system memory using Volatility to detect Snake's behaviors and artifacts.,"Scan, Query"
489,ACTION,Upgrade PaperCut,Upgrade PaperCut to the latest version to mitigate vulnerabilities.,Update
490,ACTION,Implement External Network Controls,Block all inbound traffic from external IP addresses to the web management portal (port 9191 and 9192 by default).,Deny
491,ACTION,Implement Internal and External Network Controls,Block all traffic inbound to the web management portal. Note: The server cannot be managed remotely after this step.,"Deny, Contain"
494,ACTION,Audit Remote Access Tools,Audit remote access tools on your network to identify currently used and/or authorized software.,"Scan, Query"
495,ACTION,Review Logs for Remote Access Software,Review logs for execution of remote access software to detect abnormal use of programs running as a portable executable.,"Query, Scan"
496,ACTION,Use Security Software for Remote Access Detection,Use security software to detect instances of remote access software only being loaded in memory.,"Scan, Locate"
497,ACTION,Restrict Remote Access Solutions,"Require authorized remote access solutions only be used from within your network over approved remote access solutions, such as VPNs or VDIs.","Deny, Contain"
498,ACTION,Block Remote Access Ports and Protocols,Block both inbound and outbound connections on common remote access software ports and protocols at the network perimeter.,Deny
499,ACTION,Implement Application Controls,"Implement application controls to manage and control execution of software, including allowlisting remote access programs.","Allow, Contain"
500,ACTION,Limit Use of RDP and Remote Desktop Services,"Strictly limit the use of RDP and other remote desktop services. If RDP is necessary, rigorously apply best practices.","Deny, Contain"
501,ACTION,Audit Network for RDP Systems,Audit the network for systems using RDP.,"Scan, Query"
502,ACTION,Close Unused RDP Ports,Close unused RDP ports.,Deny
503,ACTION,Enforce Account Lockouts,Enforce account lockouts after a specified number of attempts.,"Deny, Contain"
504,ACTION,Apply Phishing-Resistant MFA,Apply phishing-resistant multifactor authentication (MFA).,"Allow, Update"
505,ACTION,Log RDP Login Attempts,Log RDP login attempts.,"Query, Scan"
506,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions.,"Stop, Deny"
507,ACTION,Restrict PowerShell Usage,"Restrict the use of PowerShell, using Group Policy, and only grant to specific users on a case-by-case basis.","Deny, Contain"
508,ACTION,Update and Enable PowerShell Logging,Update Windows PowerShell or PowerShell Core to the latest version and uninstall all earlier versions. Enable enhanced PowerShell logging.,"Update, Start"
509,ACTION,Configure Windows Registry for PsExec Operations,Configure the Windows Registry to require User Account Control (UAC) approval for any PsExec operations requiring administrator privileges.,"Update, Contain"
510,ACTION,Review Accounts for New or Unrecognized Accounts,"Review domain controllers, servers, workstations, and active directories for new and/or unrecognized accounts.","Query, Scan"
511,ACTION,Audit User Accounts with Administrative Privileges,Audit user accounts with administrative privileges and configure access controls according to the principle of least privilege.,"Query, Allow"
512,ACTION,Implement Credential Protection Measures,Place domain admin accounts in the protected users’ group to prevent caching of password hashes locally. Implement Credential Guard for Windows 10 and Server 2016.,"Allow, Update"
513,ACTION,Implement Time-Based Access for Admin Accounts,"Implement time-based access for accounts set at the admin level and higher, such as the Just-in-Time (JIT) access method.","Allow, Contain"
515,ACTION,Maintain Offline Backups,"Maintain offline backups of data, and regularly maintain backup and restoration (daily or weekly at minimum).","Allow, Update"
516,ACTION,Require NIST-Compliant Password Policies,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,"Update, Allow"
517,ACTION,Require Phishing-Resistant MFA for Critical Services,"Require phishing-resistant multifactor authentication for all services to the extent possible, particularly for webmail, VPNs, and accounts that access critical systems.","Allow, Update"
518,ACTION,Keep Systems and Software Up to Date,"Keep all operating systems, software, and firmware up to date. Patch vulnerable software and hardware systems within 24 to 48 hours from vulnerability disclosure.",Update
519,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks.,"Contain, Deny"
520,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a networking monitoring tool.","Start, Scan, Query"
521,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.","Start, Update"
522,ACTION,Disable Unused Ports,Disable unused ports.,"Deny, Contain"
523,ACTION,Add Email Banners for External Emails,Consider adding an email banner to emails received from outside your organization.,"Update, Allow"
524,ACTION,Ensure Backup Data is Encrypted and Immutable,"Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.","Update, Allow"
525,ACTION,Harden Domain Controllers and Monitor Event Logs,Harden domain controllers and monitor event logs for ntdsutil.exe and similar process creations.,"Start, Scan"
526,ACTION,Audit and Validate Administrator Privileges Usage,Audit and validate any use of administrator privileges to confirm the legitimacy of executed commands.,"Query, Scan"
527,ACTION,Limit Port Proxy Usage,Limit port proxy usage within environments and only enable them for the period of time in which they are required.,"Deny, Contain"
530,ACTION,Monitor Abnormal Account Activity,"Look for abnormal account activity, such as logons outside of normal working hours and impossible time-and-distance logons.","Scan, Query"
531,ACTION,Forward Log Files to Centralized Logging Server,"Forward log files to a hardened centralized logging server, preferably on a segmented network.","Start, Allow"
532,ACTION,Audit Remote Access Tools,Audit remote access tools on your network to identify currently used and/or authorized software.,"Scan, Query"
533,ACTION,Review Logs for Remote Access Software,Review logs for execution of remote access software to detect abnormal use of programs running as a portable executable.,"Query, Scan"
534,ACTION,Use Security Software for Remote Access Detection,Use security software to detect instances of remote access software only being loaded in memory.,"Scan, Locate"
535,ACTION,Restrict Remote Access Solutions,"Require authorized remote access solutions only be used from within your network over approved remote access solutions, such as VPNs or VDIs.","Deny, Contain"
536,ACTION,Block Remote Access Software Ports,Block both inbound and outbound connections on common remote access software ports and protocols at the network perimeter.,Deny
537,ACTION,Implement Application Controls,"Implement application controls to manage and control execution of software, including allowlisting remote access programs.","Allow, Contain"
538,ACTION,Limit Use of RDP and Remote Desktop Services,"Strictly limit the use of RDP and other remote desktop services. If RDP is necessary, rigorously apply best practices.","Deny, Contain"
539,ACTION,Audit Network for RDP Usage,Audit the network for systems using RDP.,"Scan, Query"
