step_id,type,title,description,classification
309,ACTION,Maintain Offline Backups,"Maintain offline backups of data, regularly test backup and restoration, and ensure all backup data is encrypted and immutable.",Service Task
312,ACTION,Install Updates and Patches,"Install updates for operating systems, software, and firmware as soon as they are released to minimize exposure to cybersecurity threats.",Service Task
313,ACTION,Secure Remote Desktop Protocol (RDP),"Secure and monitor RDP by restricting access, requiring MFA, and using VPNs for external connections.",Service Task
314,ACTION,Restrict SMB Protocol,Restrict Server Message Block (SMB) Protocol within the network to only access necessary servers and disable outdated versions.,Service Task
316,ACTION,Implement Application Whitelisting,Implement listing policies for applications and remote access that only allow execution of known and permitted programs.,Service Task
318,ACTION,Require Multi-Factor Authentication (MFA),"Require MFA for services, especially for webmail, VPNs, and accounts accessing critical systems.",Service Task
320,ACTION,Install Antivirus and Antimalware Software,Install and regularly update antivirus and antimalware software on all hosts.,Service Task
322,ACTION,Disable Hyperlinks in Emails,Disable hyperlinks in received emails to prevent phishing attacks.,Service Task
324,ACTION,Update Software,"Update software, including operating systems, applications, and firmware on IT network assets. Prioritize patching known exploited vulnerabilities and critical and high vulnerabilities that allow for remote code execution or denial-of-service on internet-facing equipment.",Service Task
325,ACTION,Enforce Multi-Factor Authentication (MFA),"Enforce MFA to the greatest extent possible and require accounts with password logins, including service accounts, to have strong passwords. Do not allow passwords to be used across multiple accounts or stored on a system to which an adversary may have access.",Service Task
326,ACTION,Secure and Monitor RDP and Risky Services,"Secure and monitor RDP and other potentially risky services. Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure. If RDP is operationally necessary, restrict the originating sources, and require MFA. Use a VPN or other means to authenticate and secure the connection before allowing RDP to connect to internal devices. Monitor remote access/RDP logs, enforce account lockouts after a specified number of attempts, log RDP login attempts, and disable unused remote access/RDP ports.",Service Task
329,ACTION,Implement Network Segmentation,Implement network segmentation to separate network segments based on role and functionality. This helps prevent the spread of ransomware and threat actor lateral movement by controlling traffic flows between and access to various subnetworks.,Service Task
331,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,Service Task
332,ACTION,Implement Password Security Measures,"Use longer passwords (8-64 characters), store passwords in hashed format, add password user 'salts', avoid reusing passwords, implement account lockouts for multiple failed login attempts, disable password hints, and refrain from frequent password changes.",Service Task
333,ACTION,Require Administrator Credentials for Software Installation,Ensure administrator credentials are required to install software.,Service Task
334,ACTION,Require Multifactor Authentication,"Require multifactor authentication for all services, particularly for webmail, VPNs, and accounts accessing critical systems.",Service Task
335,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching SonicWall firewall vulnerabilities and known exploited vulnerabilities in internet-facing systems.",Service Task
336,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows and restricting adversary lateral movement.,Service Task
337,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a network monitoring tool. Implement a tool that logs and reports all network traffic, including lateral movement activity.",Service Task
338,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
340,ACTION,Disable Unused Ports,Disable unused ports to reduce potential attack vectors.,Service Task
341,ACTION,Enhance Email Security,Consider adding an email banner to emails received from outside your organization and disable hyperlinks in received emails.,Service Task
342,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher using methods like Just-in-Time (JIT) access.,Service Task
343,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions to prevent privilege escalation and lateral movement.,Service Task
344,ACTION,Maintain Offline Backups,"Maintain offline backups of data, regularly maintain backup and restoration, and ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",Service Task
345,ACTION,Upgrade to Latest ZCS Releases,Upgrade to the latest ZCS releases as noted on Zimbra Security – News & Alerts and Zimbra Security Advisories.,Service Task
349,ACTION,Configure and Secure Internet-Facing Network Devices,Properly configure and secure internet-facing network devices. Do not expose management interfaces to the internet.,Service Task
350,ACTION,Disable Unused Network Ports and Protocols,Disable unused or unnecessary network ports and protocols.,Service Task
351,ACTION,Remove Unused Network Services and Devices,Disable or remove unused network services and devices.,Service Task
352,ACTION,Adopt Zero-Trust Principles and Architecture,"Adopt zero-trust principles, including micro-segmenting networks, enforcing phishing-resistant MFA, and restricting access to trusted devices and users.",Service Task
353,ACTION,Implement and Enforce Backup and Restoration Policies,"Maintain offline backups of data, regularly test backup and restoration, ensure all backup data is encrypted and immutable, activate BitLocker, and securely back up BitLocker keys.",Service Task
354,ACTION,Patch and Update Systems,"Install updates/patch operating systems, software, and firmware as soon as updates/patches are released. Regularly check software updates and end-of-life notifications. Use a centralized patch management system. Immediately patch software affected by specified CVEs.",Service Task
356,ACTION,Implement Network Segmentation,Implement network segmentation to restrict a malicious threat actor’s lateral movement.,Service Task
358,ACTION,Implement Multifactor Authentication,"Use multifactor authentication where possible, particularly for webmail, VPNs, accounts that access critical systems, and privileged accounts that manage backups.",Service Task
360,ACTION,Secure and Monitor RDP and Other Potentially Risky Services,Restrict RDP to limit access to resources over internal networks. Use a VPN for external RDP access. Disable unused remote access/RDP ports. Monitor remote access/RDP logs and enforce account lockouts.,Service Task
361,ACTION,Use Antivirus Programs,Install and regularly update antivirus and anti-malware software on all hosts.,Service Task
363,ACTION,Implement CISA Cyber Hygiene Services,"Implement free CISA Cyber Hygiene Services Vulnerability Scanning to enable continuous scans of public, static IPs for accessible services and vulnerabilities.",Service Task
367,ACTION,Update and Patch Systems,"Update and patch systems as soon as possible, prioritizing vulnerabilities identified in this CSA and other known exploited vulnerabilities.",Service Task
368,ACTION,Apply Phishing-Resistant Multi-Factor Authentication,Utilize phishing-resistant multi-factor authentication whenever possible.,Service Task
369,ACTION,Enforce Strong Password Policies,"Require all accounts with password logins to have strong, unique passwords, and change passwords immediately if there are indications that a password may have been compromised.",Service Task
370,ACTION,Block Obsolete or Unused Protocols,Block obsolete or unused protocols at the network edge.,Service Task
373,ACTION,Enable Robust Logging and Monitor for Anomalies,Enable robust logging of Internet-facing systems and monitor the logs for anomalous activity.,Service Task
374,ACTION,Apply Patches for Apache Log4j2,Apply patches provided by vendor and perform required system updates for Apache Log4j2.,Service Task
377,ACTION,Apply Patches for Pulse Secure,Apply patches provided by vendor and perform required system updates for Pulse Secure.,Service Task
378,ACTION,Use CISA’s 'Check Your Pulse' Tool,Use CISA’s 'Check Your Pulse' Tool to detect vulnerabilities in Pulse Secure.,Service Task
379,ACTION,Check Vulnerable Technologies for CVE-2019-11510,Check the list of vulnerable technologies and versions for CVE-2019-11510.,Service Task
380,ACTION,Update GitLab to Secure Versions,"Update GitLab to versions 12.10.3, 13.9.6, and 13.8.8 to mitigate CVE-2021-22205.",Service Task
382,ACTION,Check Vulnerable Technologies for CVE-2021-22205,Check the list of vulnerable technologies and versions for CVE-2021-22205.,Service Task
383,ACTION,Block Internet Traffic for Confluence,Immediately block all Internet traffic to and from affected Confluence products and apply updates per vendor instructions.,Service Task
384,ACTION,Ensure Secure Compliance Practices for Confluence,Ensure Internet-facing servers are up-to-date and have secure compliance practices for Confluence.,Service Task
385,ACTION,Check Vulnerable Technologies for CVE-2022-26134,Check the list of vulnerable technologies and versions for CVE-2022-26134.,Service Task
386,ACTION,Apply Microsoft Security Update for Exchange,Apply the appropriate Microsoft Security Update for Exchange Server to mitigate CVE-2021-26855.,Service Task
387,ACTION,Restrict Untrusted Connections to Exchange,Restrict untrusted connections to the Exchange server to prevent exploitation.,Service Task
388,ACTION,Analyze Exchange Logs for Exploitation,Analyze Exchange product logs for evidence of exploitation and scan for known webshells.,Service Task
389,ACTION,Apply F5 BIG-IP Update,Apply the latest F5 BIG-IP update to mitigate CVE-2020-5902.,Service Task
390,ACTION,Restrict Access to F5 Configuration Utility,Restrict access to the F5 configuration utility to prevent unauthorized access.,Service Task
391,ACTION,Use F5’s CVE-2020-5902 IoC Detection Tool,Use F5’s CVE-2020-5902 IoC Detection Tool to detect indicators of compromise.,Service Task
392,ACTION,Apply Vendor Updates for VMware,Apply vendor updates to mitigate CVE-2021-22005 in VMware products.,Service Task
394,ACTION,Apply Vendor Mitigations for Citrix,Apply vendor mitigations to address CVE-2019-19781 in Citrix products.,Service Task
395,ACTION,Use Citrix CTX269180 Verification Tool,Use the Citrix CTX269180 - CVE-2019-19781 Verification Tool to verify mitigations.,Service Task
396,ACTION,Check Vulnerable Technologies for CVE-2019-19781,Check the list of vulnerable technologies and versions for CVE-2019-19781.,Service Task
397,ACTION,Apply Cisco Software Updates,Apply Cisco software updates to mitigate CVE-2021-1497.,Service Task
398,ACTION,Use Cisco Snort Rules,Look at the Snort Rules provided by Cisco to detect exploitation attempts.,Service Task
399,ACTION,Check Vulnerable Technologies for CVE-2021-1497,Check the list of vulnerable technologies and versions for CVE-2021-1497.,Service Task
400,ACTION,Update Buffalo Firmware,Update firmware to the latest available version to mitigate CVE-2021-20090.,Service Task
401,ACTION,Check Vulnerable Technologies for CVE-2021-20090,Check the list of vulnerable technologies and versions for CVE-2021-20090.,Service Task
402,ACTION,Update Confluence to Secure Versions,"Update Confluence to versions 6.13.23, 7.4.11, 7.11.6, 7.12.5, and 7.13.0 to mitigate CVE-2021-26084.",Service Task
403,ACTION,Use Intrusion Detection Systems for Confluence,Use Intrusion Detection Systems (IDS) to monitor for exploitation attempts on Confluence.,Service Task
404,ACTION,Check Vulnerable Technologies for CVE-2021-26084,Check the list of vulnerable technologies and versions for CVE-2021-26084.,Service Task
405,ACTION,Apply Latest Firmware Updates for Hikvision,Apply the latest firmware updates to mitigate CVE-2021-36260 in Hikvision products.,Service Task
407,ACTION,Update Sitecore to Latest Version,Update Sitecore to the latest version to mitigate CVE-2021-42237.,Service Task
408,ACTION,Delete Report.ashx File from Sitecore,Delete the Report.ashx file from /sitecore/shell/ClientBin/Reporting/Report.ashx to mitigate CVE-2021-42237.,Service Task
409,ACTION,Check Vulnerable Technologies for CVE-2021-42237,Check the list of vulnerable technologies and versions for CVE-2021-42237.,Service Task
410,ACTION,Block iControl REST Access for F5,Block iControl REST access through the self IP address and management interface to mitigate CVE-2022-1388.,Service Task
411,ACTION,Modify BIG-IP httpd Configuration,Modify the BIG-IP httpd configuration to enhance security against CVE-2022-1388.,Service Task
413,ACTION,Comment Out Batch-Requests in Apache APISIX,"In affected versions of Apache APISIX, comment out batch-requests in the conf/config.yaml and conf/config-default.yaml files and restart Apache APISIX to mitigate CVE-2022-24112.",Service Task
414,ACTION,Update Apache APISIX to Secure Versions,Update Apache APISIX to versions 2.10.4 or 2.12.1 to mitigate CVE-2022-24112.,Service Task
415,ACTION,Check Vulnerable Technologies for CVE-2022-24112,Check the list of vulnerable technologies and versions for CVE-2022-24112.,Service Task
416,ACTION,Upgrade Zoho ManageEngine to Latest Version,Upgrade Zoho ManageEngine ADSelfService Plus to the latest version to mitigate CVE-2021-40539.,Service Task
417,ACTION,Run ManageEngine Detection Tool,Run ManageEngine’s detection tool and check for specific files and logs to detect CVE-2021-40539.,Service Task
418,ACTION,Check Vulnerable Technologies for CVE-2021-40539,Check the list of vulnerable technologies and versions for CVE-2021-40539.,Service Task
419,ACTION,Update Microsoft Exchange to Latest Version,Update Microsoft Exchange Server to the latest version to mitigate CVE-2021-26857.,Service Task
420,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-26857.,Service Task
421,ACTION,Check Vulnerable Technologies for CVE-2021-26857,Check the list of vulnerable technologies and versions for CVE-2021-26857.,Service Task
422,ACTION,Update Microsoft Exchange to Latest Version,Update Microsoft Exchange Server to the latest version to mitigate CVE-2021-26858.,Service Task
423,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-26858.,Service Task
424,ACTION,Check Vulnerable Technologies for CVE-2021-26858,Check the list of vulnerable technologies and versions for CVE-2021-26858.,Service Task
425,ACTION,Update Microsoft Exchange to Latest Version,Update Microsoft Exchange Server to the latest version to mitigate CVE-2021-27065.,Service Task
426,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-27065.,Service Task
427,ACTION,Check Vulnerable Technologies for CVE-2021-27065,Check the list of vulnerable technologies and versions for CVE-2021-27065.,Service Task
428,ACTION,Apply Update for Apache HTTP Server,Apply update or patch to mitigate CVE-2021-41773 in Apache HTTP Server.,Service Task
429,ACTION,Use Commercial Scanners for CVE-2021-41773,Use commercially available scanners to detect CVE-2021-41773.,Service Task
430,ACTION,Check Vulnerable Technologies for CVE-2021-41773,Check the list of vulnerable technologies and versions for CVE-2021-41773.,Service Task
431,ACTION,Install Updates,"Install updates for operating systems, software, and firmware as soon as they are released. Prioritize patching VPN servers, remote access software, virtual machine software, and known exploited vulnerabilities.",Service Task
432,ACTION,Implement Phishing-Resistant MFA,"Require phishing-resistant MFA for as many services as possible, particularly for webmail, VPNs, accounts that access critical systems, and privileged accounts that manage backups.",Service Task
433,ACTION,Secure and Monitor RDP,"If using Remote Desktop Protocol (RDP), secure and monitor it. Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure.",Service Task
434,ACTION,Configure Devices and Disable Unused Ports,"Ensure devices are properly configured and that security features are enabled. Disable ports and protocols that are not being used for business purposes (e.g., RDP Transmission Control Protocol Port 3389).",Service Task
435,ACTION,Implement Network Segmentation,Implement and enforce multi-layer network segmentation with the most critical communications and data resting on the most secure and reliable layer.,Service Task
436,ACTION,Limit Internal Network Access,"Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure.",Service Task
437,ACTION,Monitor Remote Access Logs,"Monitor remote access/RDP logs, enforce account lockouts after a specified number of attempts to block brute force campaigns, log RDP login attempts, and disable unused remote access/RDP ports.",Service Task
438,ACTION,Secure Network Device Management Interfaces,"Turn off SSH and other network device management interfaces such as Telnet, Winbox, and HTTP for wide area networks (WANs) and secure with strong passwords and encryption when enabled.",Service Task
439,ACTION,Deploy Public Key Infrastructure,"Limit access to data by deploying public key infrastructure and digital certificates to authenticate connections with the network, IoT medical devices, and the electronic health record system.",Service Task
441,ACTION,Secure PII/PHI,Secure PII/PHI at collection points and encrypt the data at rest and in transit by using technologies such as Transport Layer Security (TLS).,Service Task
442,ACTION,Protect Stored Data,"Protect stored data by masking the permanent account number (PAN) when it is displayed and rendering it unreadable when it is stored—through cryptography, for example.",Service Task
444,ACTION,Monitor IoT Devices,Use monitoring tools to observe whether IoT devices are behaving erratically due to a compromise.,Service Task
446,ACTION,Implement Recovery Plan,"Maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location (i.e., hard drive, storage device, the cloud).",Service Task
447,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies. Use longer passwords consisting of at least 8 characters and no more than 64 characters in length. Store passwords in hashed format using industry-recognized password managers. Add password user 'salts' to shared login credentials. Avoid reusing passwords. Implement multiple failed login attempt account lockouts. Disable password 'hints.' Refrain from requiring password changes more frequently than once per year.,Service Task
448,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software.,Service Task
449,ACTION,Implement Multifactor Authentication,"Require multifactor authentication for all services to the extent possible, particularly for webmail, virtual private networks, and accounts that access critical systems.",Service Task
450,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching SonicWall firewall vulnerabilities and known exploited vulnerabilities in internet-facing systems.",Service Task
451,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks and restricting adversary lateral movement.,Service Task
452,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a network monitoring tool. Implement a tool that logs and reports all network traffic, including lateral movement activity.",Service Task
453,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
455,ACTION,Disable Unused Ports,Disable unused ports to reduce potential attack vectors.,Service Task
456,ACTION,Add Email Banners and Disable Hyperlinks,Consider adding an email banner to emails received from outside your organization. Disable hyperlinks in received emails.,Service Task
457,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher using the Just-in-Time (JIT) access method.,Service Task
458,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions to prevent privilege escalation and lateral movement.,Service Task
461,ACTION,Enforce Phishing-Resistant MFA,Implement phishing-resistant multi-factor authentication (MFA) to enhance security against unauthorized access.,Service Task
462,ACTION,Place Domain Admin Accounts in Protected Users Group,"Prevent caching of password hashes locally by placing domain admin accounts in the protected users group, enforcing Kerberos AES authentication.",Service Task
463,ACTION,Implement Credential Guard for Windows 10 and Server 2016,Enable Credential Guard to protect against credential theft. Refer to Microsoft documentation for managing Windows Defender Credential Guard.,Service Task
464,ACTION,Enable Protected Process Light for LSA on Windows Server 2012R2,Enable Protected Process Light for Local Security Authority (LSA) to enhance security on Windows Server 2012R2.,Service Task
466,ACTION,Upgrade to Windows Server 2019 or Greater and Windows 10 or Greater,Upgrade to Windows Server 2019 or greater and Windows 10 or greater to benefit from enhanced security features.,Service Task
467,ACTION,Implement Zero Trust Network Architecture,"Prioritize implementing a Zero Trust network architecture that leverages secure cloud services, modern identity management, and centralized cybersecurity data access.",Service Task
470,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,Service Task
471,ACTION,Require Administrator Credentials for Software Installation,Ensure that administrator credentials are required to install software.,Service Task
472,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching known exploited vulnerabilities in internet-facing systems.",Service Task
473,ACTION,Require Phishing-Resistant MFA,"Require phishing-resistant multifactor authentication to administrator accounts and standard MFA for all services, particularly for webmail, VPNs, and accounts accessing critical systems.",Service Task
474,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows and restricting adversary lateral movement.,Service Task
475,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential ransomware traversal with a network monitoring tool.",Service Task
476,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
477,ACTION,Implement Secure Logging Practices,Implement secure logging collection and storage practices. Reference CISA’s Logging Made Easy resources for best practices.,Service Task
479,ACTION,Disable Unused Ports and Command-Line Activities,Disable unused ports and command-line and scripting activities to prevent privilege escalation and lateral movement.,Service Task
481,ACTION,Mandate MFA for Privileged Users,"Mandate MFA, ideally phishing-resistant MFA, for privileged users and make MFA a default feature.",Service Task
482,ACTION,Deploy Suricata Rules for HTTP Detection,Deploy Suricata rules to detect Snake client-to-server HTTP and HTTP2 traffic based on specific header field patterns.,Service Task
483,ACTION,Deploy Suricata Rules for TCP Detection,Deploy Suricata rules to detect Snake client-to-server TCP traffic based on specific communication patterns.,Service Task
484,ACTION,Detect Snake Covert Stores,Detect Snake covert stores by encrypting possible initial filesystem byte sequences with CAST-128 and searching for files with specific characteristics.,Service Task
485,ACTION,Scan for Snake Queue File,Locate Snake Queue File by scanning files in the typical queue path with filenames matching a GUID-based convention and high entropy.,Service Task
486,ACTION,Scan for Snake Comadmin File,Locate Snake Comadmin file using techniques similar to those for locating the Snake Queue File.,Service Task
487,ACTION,Scan for Snake Werfault.exe File,Detect Snake Werfault.exe file by scanning for non-standard icon sizes in the typical path.,Service Task
488,ACTION,Perform Memory Analysis with Volatility,Capture and analyze system memory using Volatility to detect Snake's behaviors and artifacts.,Service Task
489,ACTION,Upgrade PaperCut,Upgrade PaperCut to the latest version to mitigate vulnerabilities.,Service Task
490,ACTION,Implement External Network Controls,Block all inbound traffic from external IP addresses to the web management portal (port 9191 and 9192 by default).,Service Task
491,ACTION,Implement Internal and External Network Controls,Block all traffic inbound to the web management portal. Note: The server cannot be managed remotely after this step.,Service Task
494,ACTION,Audit Remote Access Tools,Audit remote access tools on your network to identify currently used and/or authorized software.,Service Task
495,ACTION,Review Logs for Remote Access Software,Review logs for execution of remote access software to detect abnormal use of programs running as a portable executable.,Service Task
496,ACTION,Use Security Software for Remote Access Detection,Use security software to detect instances of remote access software only being loaded in memory.,Service Task
497,ACTION,Restrict Remote Access Solutions,"Require authorized remote access solutions only be used from within your network over approved remote access solutions, such as VPNs or VDIs.",Service Task
498,ACTION,Block Remote Access Ports and Protocols,Block both inbound and outbound connections on common remote access software ports and protocols at the network perimeter.,Service Task
499,ACTION,Implement Application Controls,"Implement application controls to manage and control execution of software, including allowlisting remote access programs.",Service Task
500,ACTION,Limit Use of RDP and Remote Desktop Services,"Strictly limit the use of RDP and other remote desktop services. If RDP is necessary, rigorously apply best practices.",Service Task
501,ACTION,Audit Network for RDP Systems,Audit the network for systems using RDP.,Service Task
502,ACTION,Close Unused RDP Ports,Close unused RDP ports.,Service Task
503,ACTION,Enforce Account Lockouts,Enforce account lockouts after a specified number of attempts.,Service Task
504,ACTION,Apply Phishing-Resistant MFA,Apply phishing-resistant multifactor authentication (MFA).,Service Task
505,ACTION,Log RDP Login Attempts,Log RDP login attempts.,Service Task
506,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions.,Service Task
507,ACTION,Restrict PowerShell Usage,"Restrict the use of PowerShell, using Group Policy, and only grant to specific users on a case-by-case basis.",Service Task
508,ACTION,Update and Enable PowerShell Logging,Update Windows PowerShell or PowerShell Core to the latest version and uninstall all earlier versions. Enable enhanced PowerShell logging.,Service Task
509,ACTION,Configure Windows Registry for PsExec Operations,Configure the Windows Registry to require User Account Control (UAC) approval for any PsExec operations requiring administrator privileges.,Service Task
510,ACTION,Review Accounts for New or Unrecognized Accounts,"Review domain controllers, servers, workstations, and active directories for new and/or unrecognized accounts.",Service Task
511,ACTION,Audit User Accounts with Administrative Privileges,Audit user accounts with administrative privileges and configure access controls according to the principle of least privilege.,Service Task
512,ACTION,Implement Credential Protection Measures,Place domain admin accounts in the protected users’ group to prevent caching of password hashes locally. Implement Credential Guard for Windows 10 and Server 2016.,Service Task
513,ACTION,Implement Time-Based Access for Admin Accounts,"Implement time-based access for accounts set at the admin level and higher, such as the Just-in-Time (JIT) access method.",Service Task
515,ACTION,Maintain Offline Backups,"Maintain offline backups of data, and regularly maintain backup and restoration (daily or weekly at minimum).",Service Task
516,ACTION,Require NIST-Compliant Password Policies,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,Service Task
517,ACTION,Require Phishing-Resistant MFA for Critical Services,"Require phishing-resistant multifactor authentication for all services to the extent possible, particularly for webmail, VPNs, and accounts that access critical systems.",Service Task
518,ACTION,Keep Systems and Software Up to Date,"Keep all operating systems, software, and firmware up to date. Patch vulnerable software and hardware systems within 24 to 48 hours from vulnerability disclosure.",Service Task
519,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks.,Service Task
520,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a networking monitoring tool.",Service Task
521,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
522,ACTION,Disable Unused Ports,Disable unused ports.,Service Task
523,ACTION,Add Email Banners for External Emails,Consider adding an email banner to emails received from outside your organization.,Service Task
524,ACTION,Ensure Backup Data is Encrypted and Immutable,"Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",Service Task
525,ACTION,Harden Domain Controllers and Monitor Event Logs,Harden domain controllers and monitor event logs for ntdsutil.exe and similar process creations.,Service Task
526,ACTION,Audit and Validate Administrator Privileges Usage,Audit and validate any use of administrator privileges to confirm the legitimacy of executed commands.,Service Task
527,ACTION,Limit Port Proxy Usage,Limit port proxy usage within environments and only enable them for the period of time in which they are required.,Service Task
530,ACTION,Monitor Abnormal Account Activity,"Look for abnormal account activity, such as logons outside of normal working hours and impossible time-and-distance logons.",Service Task
531,ACTION,Forward Log Files to Centralized Logging Server,"Forward log files to a hardened centralized logging server, preferably on a segmented network.",Service Task
532,ACTION,Audit Remote Access Tools,Audit remote access tools on your network to identify currently used and/or authorized software.,Service Task
533,ACTION,Review Logs for Remote Access Software,Review logs for execution of remote access software to detect abnormal use of programs running as a portable executable.,Service Task
534,ACTION,Use Security Software for Remote Access Detection,Use security software to detect instances of remote access software only being loaded in memory.,Service Task
535,ACTION,Restrict Remote Access Solutions,"Require authorized remote access solutions only be used from within your network over approved remote access solutions, such as VPNs or VDIs.",Service Task
536,ACTION,Block Remote Access Software Ports,Block both inbound and outbound connections on common remote access software ports and protocols at the network perimeter.,Service Task
537,ACTION,Implement Application Controls,"Implement application controls to manage and control execution of software, including allowlisting remote access programs.",Service Task
538,ACTION,Limit Use of RDP and Remote Desktop Services,"Strictly limit the use of RDP and other remote desktop services. If RDP is necessary, rigorously apply best practices.",Service Task
539,ACTION,Audit Network for RDP Usage,Audit the network for systems using RDP.,Service Task
540,ACTION,Close Unused RDP Ports,Close unused RDP ports.,Service Task
541,ACTION,Enforce Account Lockouts,Enforce account lockouts after a specified number of attempts.,Service Task
542,ACTION,Apply Phishing-Resistant MFA,Apply phishing-resistant multifactor authentication (MFA).,Service Task
543,ACTION,Log RDP Login Attempts,Log RDP login attempts.,Service Task
544,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions.,Service Task
545,ACTION,Restrict PowerShell Usage,"Restrict the use of PowerShell, using Group Policy, and only grant to specific users on a case-by-case basis.",Service Task
546,ACTION,Update PowerShell,Update Windows PowerShell or PowerShell Core to the latest version and uninstall all earlier PowerShell versions.,Service Task
547,ACTION,Review for Unrecognized Accounts,"Review domain controllers, servers, workstations, and active directories for new and/or unrecognized accounts.",Service Task
548,ACTION,Audit User Accounts with Administrative Privileges,Audit user accounts with administrative privileges and configure access controls according to the principle of least privilege.,Service Task
549,ACTION,Place Domain Admin Accounts in Protected Users Group,Place domain admin accounts in the protected users’ group to prevent caching of password hashes locally.,Service Task
551,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher.,Service Task
553,ACTION,Maintain Offline Backups,Maintain offline backups of data and regularly maintain backup and restoration (daily or weekly at minimum).,Service Task
554,ACTION,Require NIST-Compliant Password Policies,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,Service Task
556,ACTION,Store Passwords in Hashed Format,Store passwords in hashed format using industry-recognized password managers.,Service Task
557,ACTION,Add Password User Salts,Add password user “salts” to shared login credentials.,Service Task
559,ACTION,Implement Account Lockouts for Failed Logins,Implement multiple failed login attempt account lockouts.,Service Task
560,ACTION,Disable Password Hints,Disable password “hints.”,Service Task
561,ACTION,Require Admin Credentials for Software Installation,Require administrator credentials to install software.,Service Task
562,ACTION,Require Multifactor Authentication,"Require multifactor authentication for all services to the extent possible, particularly for webmail, virtual private networks, and accounts that access critical systems.",Service Task
563,ACTION,Keep Systems and Software Up to Date,"Keep all operating systems, software, and firmware up to date. Prioritize patching known exploited vulnerabilities in internet-facing systems.",Service Task
564,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks and restricting adversary lateral movement.,Service Task
565,ACTION,Identify and Investigate Abnormal Activity,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a networking monitoring tool.",Service Task
566,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
567,ACTION,Disable Unused Ports,Disable unused ports.,Service Task
568,ACTION,Add Email Banner for External Emails,Consider adding an email banner to emails received from outside your organization.,Service Task
569,ACTION,Disable Hyperlinks in Emails,Disable hyperlinks in received emails.,Service Task
570,ACTION,Ensure Backup Data is Encrypted and Immutable,"Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",Service Task
